#,Player,Team,GP,MPG,PPG,PPG_Grade,FGM,FGA,FG%,FG%_Grade,3PM,3PA,3P%,3P%_Grade,FTM,FTA,FT%,FT%_Grade,ORB,DRB,RPG,RPG_Grade,APG,APG_Grade,SPG,SPG_Grade,BPG,BPG_Grade,TOV,PF,OVR_Grade
141,Hunter Dickinson,KU,21,29.9,16.4,87,6.8,12.9,0.526,96,0.3,1.3,0.222,71,2.6,3.3,0.797,78,2.7,7.0,9.7,97,2.2,69,1.1,82,1.4,82,1.8,2.1,83
142,Xaivian Lee,PRIN,21,31.2,16.4,87,5.8,13.4,0.434,89,1.7,4.7,0.354,84,3.1,4.2,0.75,74,0.9,4.8,5.6,73,5.4,84,1.2,83,0.3,65,2.1,2.2,80
143,Denijay Harris,SOMIS,22,34.2,16.4,87,5.5,11.3,0.488,94,0.7,2.0,0.364,85,4.7,6.6,0.71,70,2.3,8.5,10.8,99,1.3,63,0.6,72,1.6,85,2.7,1.6,82
144,Ryan Sabol,BUFF,21,33.7,16.4,87,5.1,11.7,0.441,90,3.2,7.9,0.41,90,2.9,3.2,0.882,87,0.3,2.4,2.7,65,2.1,69,0.7,74,0.0,60,1.7,1.2,78
145,Josh Pascarelli,MRST,19,34.3,16.4,87,6.3,12.9,0.486,94,2.5,6.1,0.414,90,1.3,1.7,0.758,74,0.5,3.2,3.7,68,2.3,69,1.0,80,0.1,62,1.7,1.3,78
146,Ian Martinez,USU,22,29.1,16.4,87,4.8,11.3,0.426,89,2.3,6.3,0.37,86,4.4,5.2,0.851,84,0.7,2.5,3.2,67,3.0,69,0.9,78,0.3,65,1.6,1.9,79
147,Adou Thiero,ARK,20,28.8,16.4,87,5.6,9.9,0.569,97,0.4,1.7,0.235,72,4.8,6.7,0.714,70,2.0,4.4,6.3,74,1.8,67,1.9,89,0.9,79,1.9,2.6,80
148,Brandon Weston,TNST,23,32.2,16.3,87,4.8,10.7,0.449,90,0.9,2.9,0.303,79,5.8,6.9,0.843,83,2.0,2.9,4.9,71,1.9,68,1.4,84,0.1,62,1.9,2.7,78
149,Steven Ashworth,CREI,21,35.0,16.3,87,4.9,12.0,0.403,88,3.0,8.2,0.37,86,3.6,3.7,0.974,96,0.2,3.9,4.1,69,6.8,98,0.8,76,0.0,60,3.8,1.6,83
150,Isaiah Swope,STLOU,21,36.0,16.3,87,5.5,13.3,0.414,88,2.9,8.7,0.333,82,2.4,3.2,0.735,72,0.5,2.1,2.6,65,4.9,79,1.1,82,0.1,62,2.8,2.8,78
151,Myles Tate,APPST,22,33.0,16.3,87,5.7,13.5,0.421,89,2.2,5.9,0.377,86,2.7,3.7,0.741,73,0.4,4.4,4.8,71,5.5,85,2.3,92,0.2,63,2.8,2.0,81
152,Jemahri Hill,BLLST,21,31.7,16.3,87,5.4,12.3,0.442,90,0.7,3.0,0.234,72,4.7,7.0,0.669,65,0.7,4.2,5.0,71,3.2,69,1.0,80,0.2,63,2.8,2.4,75
153,Ryan Conwell,XAV,22,32.5,16.3,87,5.1,11.9,0.429,89,3.0,7.5,0.396,88,3.1,3.8,0.821,81,0.3,2.3,2.6,65,2.2,69,1.2,83,0.2,63,1.6,2.6,79
154,Samage Teel,INDST,23,32.6,16.3,87,5.6,11.3,0.492,94,1.9,5.4,0.347,83,3.3,4.3,0.758,74,0.5,3.9,4.4,70,4.6,76,1.3,84,0.2,63,3.4,2.0,79
155,Marko Maletic,WIU,23,29.4,16.3,87,5.6,12.1,0.464,92,2.9,6.3,0.455,94,2.2,2.7,0.806,79,0.6,2.7,3.2,67,0.6,61,0.9,78,0.1,62,1.4,1.6,78
156,Brayon Freeman,BTHCK,16,30.9,16.3,87,5.9,14.1,0.422,89,1.4,4.8,0.303,79,2.9,4.3,0.691,68,0.4,2.6,3.0,66,2.4,69,1.3,84,0.0,60,2.5,1.9,76
157,Elijah Fisher,PACI,25,33.7,16.2,87,5.4,11.0,0.489,94,0.6,2.2,0.296,78,4.9,6.6,0.744,73,1.4,3.6,5.1,71,1.6,65,0.8,76,0.3,65,2.6,2.7,77
158,Quentin Jones,NIU,21,36.1,16.2,87,5.8,12.4,0.464,92,1.5,4.6,0.333,82,3.2,4.2,0.753,74,0.3,4.0,4.3,69,3.5,70,1.2,83,1.0,80,2.1,2.6,80
159,Josh Uduje,SJSU,23,30.7,16.2,87,6.1,11.9,0.513,95,1.4,3.7,0.376,86,2.7,3.3,0.813,80,1.4,2.8,4.2,69,1.4,63,1.0,80,0.3,65,1.9,2.2,79
160,Caleb Love,ARZ,21,32.7,16.2,87,5.6,14.3,0.392,87,2.5,7.9,0.319,80,2.4,2.8,0.864,85,0.5,4.0,4.4,70,3.1,69,1.5,85,0.4,67,1.8,1.0,79
161,Desmond Claude,USC,21,32.7,16.2,87,5.3,10.7,0.498,94,0.6,1.8,0.324,81,5.0,6.6,0.754,74,0.5,3.3,3.8,68,4.2,73,0.8,76,0.3,65,3.1,2.0,78
162,Joe Bamisile,VCU,22,27.0,16.2,87,6.1,12.7,0.48,94,2.1,6.1,0.343,83,1.9,2.9,0.656,64,1.6,3.6,5.2,72,2.2,69,1.3,84,0.8,78,2.6,1.7,79
163,Kenyon Giles,UNCG,22,30.0,16.2,87,6.1,13.3,0.459,91,2.8,7.0,0.396,88,1.2,1.6,0.771,76,0.4,2.5,2.9,66,2.1,69,1.2,83,0.1,62,0.8,1.5,78
164,"PJay Smith, Jr.",FRMN,21,30.4,16.1,87,5.2,11.7,0.449,90,3.2,7.7,0.416,90,2.5,3.2,0.776,76,0.5,3.5,4.0,69,3.3,69,1.4,84,0.2,63,2.2,2.0,79
165,Jeremiah Fears,OKLA,21,28.6,16.1,87,5.2,11.1,0.468,92,1.0,3.5,0.274,76,4.8,5.8,0.835,82,0.8,3.2,4.0,69,4.2,73,1.9,89,0.1,62,3.6,1.8,79
166,Xzayvier Brown,STJOE,19,35.1,16.1,87,4.7,12.1,0.393,87,1.7,5.3,0.317,80,4.9,5.5,0.904,89,0.6,4.2,4.8,71,4.8,78,1.3,84,0.1,62,2.6,2.0,80
167,Dejour Reaves,IONA,22,32.8,16.0,87,6.0,13.7,0.435,89,1.4,4.7,0.298,78,2.7,3.1,0.87,86,1.7,3.7,5.4,72,1.7,66,2.0,90,0.1,62,1.4,1.9,79
168,"Dedan Thomas, Jr.",UNLV,22,35.8,16.0,87,5.3,12.6,0.421,89,1.0,2.7,0.356,84,4.5,6.2,0.721,71,0.4,1.7,2.1,64,4.7,77,0.7,74,0.1,62,2.0,1.2,76
169,Payton Sandfort,IOWA,21,29.7,16.0,87,5.2,13.0,0.403,88,2.5,7.4,0.342,83,3.0,3.4,0.875,86,1.1,4.6,5.7,73,2.9,69,0.8,76,0.6,74,2.0,2.6,80
170,Chase Forte,SODAK,23,26.0,16.0,87,5.3,11.3,0.467,92,0.6,2.3,0.269,75,4.8,7.8,0.615,60,1.6,2.1,3.7,68,3.1,69,1.9,89,0.3,65,2.7,2.3,76
171,Jestin Porter,MTSU,22,33.1,16.0,87,5.4,12.7,0.425,89,2.7,7.1,0.376,86,2.5,3.1,0.809,79,0.7,1.8,2.5,65,1.3,63,1.4,84,0.3,65,1.7,1.6,78
172,Elias Ralph,PACI,25,31.8,16.0,87,5.9,12.1,0.488,94,1.1,3.6,0.297,78,3.0,4.0,0.76,75,2.6,4.8,7.4,78,1.8,67,0.9,78,1.2,80,2.1,3.1,80
173,Kelton Talford,WIN,24,27.1,16.0,87,5.8,9.0,0.639,99,0.0,0.0,0.0,60,4.5,6.9,0.648,63,3.3,4.6,7.9,79,0.8,61,1.2,83,0.8,78,1.6,2.5,77
174,Donovan Newby,UNCW,23,32.7,16.0,87,4.5,10.5,0.426,89,2.3,6.0,0.391,88,4.7,5.3,0.877,86,0.5,2.3,2.8,66,3.5,70,1.1,82,0.1,62,1.7,2.1,79
175,Tyler Johnson,MER,23,32.3,16.0,87,5.6,12.4,0.451,91,2.9,7.4,0.392,88,1.8,2.1,0.857,84,0.5,3.0,3.5,67,1.5,64,1.2,83,0.1,62,1.7,1.8,79
176,Matthew Cleveland,UMFL,22,28.8,15.9,86,5.6,10.6,0.528,96,1.0,2.8,0.371,86,3.7,4.7,0.786,77,0.9,3.6,4.5,70,1.3,63,0.7,74,0.6,74,1.1,1.2,79
177,Jacob Holt,CSUS,22,27.9,15.9,86,5.3,10.5,0.506,95,1.1,3.5,0.316,80,4.2,5.9,0.708,69,1.8,5.0,6.9,76,1.0,62,0.7,74,0.8,78,2.4,2.1,78
178,Augustinas Kiudulas,VMI,20,28.7,15.9,86,5.1,10.7,0.479,93,1.3,3.1,0.41,90,4.5,5.6,0.802,79,2.3,4.2,6.5,75,1.6,65,1.0,80,0.5,70,2.3,3.3,80
179,Jack Karasinski,BELL,17,23.1,15.9,86,5.7,10.9,0.522,96,1.6,4.4,0.365,85,2.9,3.8,0.766,75,0.5,2.5,2.9,66,1.1,62,0.1,62,0.3,65,1.1,3.0,75
180,Jahmyl Telfort,BTLR,22,35.4,15.9,86,5.1,11.5,0.443,90,1.2,3.6,0.338,82,4.5,5.6,0.797,78,1.1,3.4,4.5,70,3.4,69,0.9,78,0.3,65,2.0,1.9,78
181,Orlando Lovejoy,UDM,22,35.0,15.9,86,5.9,13.5,0.436,89,0.2,0.6,0.286,77,4.0,4.6,0.853,84,1.0,3.7,4.7,70,3.8,71,1.8,88,0.1,62,2.4,1.8,79
182,Erik Reynolds II,STJOE,22,33.5,15.9,86,5.5,14.4,0.38,86,2.5,8.8,0.28,77,2.5,2.8,0.887,87,0.5,2.2,2.7,65,2.6,69,0.9,78,0.5,70,1.4,1.8,78
183,Brody Fox,CTDL,21,31.2,15.9,86,5.7,11.5,0.494,94,0.3,1.7,0.194,68,4.2,8.1,0.515,60,0.7,4.1,4.8,71,2.7,69,1.4,84,0.0,60,2.5,2.0,74
184,Nate Calmese,WSU,24,30.0,15.8,86,6.4,13.4,0.48,94,1.2,4.3,0.272,76,1.8,2.6,0.698,68,0.8,2.4,3.2,67,4.3,74,1.9,89,0.1,62,3.3,2.5,77
185,Devontae Blanton,EKU,23,34.0,15.8,86,6.4,15.8,0.408,88,0.4,1.9,0.227,71,2.5,3.7,0.682,67,2.4,4.2,6.7,75,3.8,71,1.2,83,0.1,62,2.2,2.0,76
186,Josh Scovens,USMA,22,32.4,15.8,86,5.7,12.6,0.453,91,0.8,3.2,0.239,72,3.6,5.4,0.664,65,1.5,2.8,4.3,69,1.7,66,1.1,82,1.1,80,1.2,2.0,77
187,Sami Pissis,NEWHA,21,28.5,15.8,86,5.1,14.2,0.358,83,2.3,7.4,0.308,79,3.3,4.3,0.769,75,0.4,3.6,4.0,69,2.7,69,0.9,78,0.1,62,2.4,2.0,76
188,Da'Sean Nelson,EMICH,20,29.2,15.8,86,5.6,10.9,0.514,95,0.3,1.0,0.263,75,4.4,5.6,0.777,76,1.9,3.8,5.7,73,2.3,69,1.1,82,0.9,79,3.8,2.9,80
189,Sterling Young,FAMU,19,23.9,15.8,86,5.2,11.8,0.438,89,2.6,6.1,0.426,91,2.9,3.8,0.753,74,0.3,1.5,1.8,63,1.6,65,0.4,69,0.2,63,2.1,1.3,75
190,Cesare Edwards,GAST,23,30.5,15.8,86,6.3,12.8,0.497,94,0.9,1.9,0.465,95,2.2,2.9,0.773,76,2.3,4.4,6.7,75,1.3,63,0.6,72,1.4,82,2.0,2.4,81
191,Taryn Todd,ARKST,23,30.8,15.8,86,5.8,14.6,0.396,87,1.8,5.3,0.339,82,2.4,3.7,0.651,64,0.8,4.0,4.8,71,3.1,69,1.0,80,0.7,76,2.0,2.3,77
192,Braden Smith,PURD,22,36.0,15.8,86,5.6,12.8,0.44,90,2.1,5.6,0.382,87,2.4,2.8,0.839,82,0.4,4.2,4.6,70,8.8,99,2.5,94,0.2,63,2.9,1.7,84
193,DeLonnie Hunt,RICH,17,33.4,15.8,86,4.5,10.4,0.429,89,0.8,2.9,0.286,77,6.0,7.1,0.843,83,0.5,3.1,3.6,68,2.7,69,2.1,90,0.0,60,1.6,1.8,78
194,Jacari White,NDSU,24,29.7,15.8,86,5.0,11.2,0.442,90,2.7,6.8,0.395,88,3.2,3.8,0.844,83,1.0,3.3,4.3,69,2.2,69,0.5,70,0.4,67,1.9,2.5,78
195,Lance Terry,GT,20,32.6,15.8,86,5.7,12.1,0.467,92,2.4,6.0,0.395,88,2.1,2.9,0.724,71,0.6,2.0,2.5,65,1.6,65,1.3,84,0.3,65,1.5,2.0,77
196,Corey McKeithan,LASAL,22,33.5,15.7,86,5.5,13.2,0.421,89,2.3,6.2,0.372,86,2.3,2.6,0.879,86,0.4,2.7,3.1,66,2.7,69,1.0,80,0.3,65,1.4,2.0,79
197,"Robert Davis, Jr.",ODU,22,35.3,15.7,86,5.0,14.1,0.355,83,3.4,9.9,0.344,83,2.2,2.7,0.8,79,0.4,2.4,2.8,66,1.8,67,0.7,74,0.1,62,1.9,2.0,75
198,Mehki Ellison,STET,23,29.1,15.7,86,5.3,11.5,0.466,92,1.6,4.0,0.398,88,3.4,4.4,0.772,76,0.7,1.6,2.2,64,2.7,69,0.9,78,0.0,60,3.0,1.4,77
199,Bent Leuchten,UCI,23,25.6,15.7,86,4.7,8.8,0.53,96,0.7,1.2,0.536,99,5.7,6.8,0.84,83,2.6,6.6,9.2,92,2.0,69,0.5,70,1.2,80,1.3,1.4,85
200,Quinton Mincey,UML,23,34.4,15.7,86,5.5,11.9,0.464,92,1.4,4.0,0.359,84,3.2,4.0,0.793,78,0.9,5.2,6.1,74,2.8,69,0.7,74,0.5,70,2.2,0.9,79
201,Vladislav Goldin,MICH,21,25.5,15.6,86,5.7,8.9,0.64,99,0.4,0.9,0.5,99,3.9,5.2,0.736,72,1.9,4.0,6.0,74,1.3,63,0.4,69,1.6,85,2.1,1.8,81
202,Alijah Martin,FLA,21,30.6,15.6,86,5.5,12.3,0.446,90,2.4,7.0,0.342,83,2.3,3.0,0.75,74,1.2,3.8,5.0,71,2.6,69,1.8,88,0.2,63,1.7,1.7,78
203,Kasparas Jakucionis,ILL,20,31.0,15.6,86,4.8,10.1,0.47,93,1.8,5.2,0.35,84,4.3,5.2,0.835,82,1.1,4.7,5.7,73,5.5,85,1.1,82,0.2,63,3.7,2.4,81
204,Collin Murray-Boyles,SOCAR,22,30.7,15.6,86,6.0,10.1,0.599,98,0.2,0.9,0.25,74,3.3,5.0,0.661,65,2.5,6.4,8.8,88,2.5,69,1.6,86,1.4,82,2.8,2.5,81
205,Ethan Taylor,AF,22,37.0,15.6,86,5.1,12.1,0.419,88,3.4,8.2,0.409,89,2.0,2.5,0.818,80,0.8,5.0,5.8,73,3.7,71,1.8,88,0.4,67,2.2,2.5,81
206,Kaseem Watson,DESU,22,31.1,15.6,86,6.8,13.2,0.514,95,0.5,1.3,0.379,86,1.5,2.1,0.739,72,1.7,4.1,5.9,73,1.6,65,0.9,78,0.1,62,1.6,1.3,78
207,Otega Oweh,UK,21,28.0,15.6,86,5.4,11.0,0.494,94,0.7,2.3,0.313,80,4.0,5.3,0.75,74,1.0,3.4,4.5,70,1.7,66,1.6,86,0.4,67,1.1,2.2,78
208,"Rickey Bradley, Jr.",VMI,23,32.9,15.6,86,4.7,11.1,0.422,89,1.6,4.3,0.367,85,4.6,5.8,0.797,78,1.3,3.4,4.8,71,3.3,69,1.6,86,0.1,62,2.0,1.8,79
209,Jarvis Walker,IUI,24,31.5,15.5,86,5.1,13.1,0.389,86,1.8,5.6,0.326,81,3.5,4.4,0.802,79,0.6,2.3,2.9,66,2.8,69,1.3,84,0.1,62,2.3,2.0,77
210,Great Osobor,UWASH,21,31.3,15.5,86,5.3,11.3,0.466,92,0.4,1.4,0.3,79,4.5,7.4,0.613,60,2.8,5.9,8.7,87,3.1,69,2.1,90,0.6,74,3.2,2.8,80
211,"Donald Hand, Jr.",BOS,21,31.5,15.5,86,4.3,11.0,0.396,87,2.1,5.3,0.405,89,4.7,5.2,0.908,89,1.1,5.6,6.7,75,1.3,63,0.7,74,0.2,63,1.4,1.8,79
212,Tae Davis,ND,21,29.7,15.5,86,5.3,11.0,0.487,94,0.4,1.4,0.267,75,4.5,5.9,0.758,74,1.9,3.4,5.3,72,2.0,69,0.7,74,0.0,60,2.1,2.5,76
213,Tylan Pope,TXST,23,24.5,15.5,86,5.2,10.1,0.517,95,0.4,1.2,0.357,84,4.7,5.7,0.811,80,2.1,4.1,6.2,74,0.5,61,0.6,72,1.7,85,1.8,3.2,80
214,A.J. Clayton,OHIO,18,28.9,15.5,86,5.4,11.1,0.485,94,2.6,6.7,0.388,87,2.1,2.7,0.792,78,1.2,4.8,5.9,73,1.2,62,0.8,76,1.8,88,1.1,1.9,81
215,"Kennard Davis, Jr.",SOILL,22,33.5,15.5,86,5.2,11.6,0.445,90,1.9,5.3,0.353,84,3.3,4.4,0.75,74,1.5,3.5,5.0,71,2.5,69,1.5,85,0.1,62,2.3,2.1,78
216,John Blackwell,UWISC,22,30.2,15.5,86,5.3,11.1,0.478,93,1.5,4.3,0.351,84,3.4,4.1,0.813,80,0.9,3.6,4.5,70,2.2,69,0.9,78,0.1,62,2.2,2.8,78
217,Tarence Guinyard,UTM,23,28.1,15.5,86,4.8,11.0,0.44,90,1.5,4.7,0.327,81,4.3,6.0,0.723,71,1.0,3.4,4.4,70,2.3,69,1.4,84,0.3,65,1.8,2.2,77
218,Earl Timberlake,BRYNT,21,35.8,15.5,86,5.8,12.1,0.48,94,0.3,0.9,0.368,85,3.5,5.0,0.712,70,2.9,5.9,8.8,88,4.7,77,0.9,78,1.6,85,2.5,2.6,83
219,Sonny Wilson,U of T,21,32.3,15.5,86,6.0,11.4,0.527,96,0.6,1.8,0.342,83,2.9,4.2,0.674,66,1.6,3.3,4.9,71,3.3,69,0.8,76,0.0,60,2.0,1.2,76
220,Rasheer Fleming,STJOE,22,31.2,15.5,86,5.7,10.1,0.561,97,1.7,4.1,0.407,89,2.4,3.5,0.688,67,2.2,7.0,9.2,92,1.4,63,1.5,85,1.5,82,1.7,2.5,83
221,Martaz Robinson,DESU,22,32.1,15.5,86,4.5,11.9,0.383,86,1.0,2.7,0.35,84,5.4,6.5,0.832,82,1.4,5.1,6.5,75,2.7,69,1.5,85,0.1,62,2.0,2.7,79
222,Dominick Nelson,UVU,22,30.3,15.5,86,5.0,10.6,0.468,92,0.7,2.5,0.291,78,4.8,6.9,0.697,68,0.8,4.6,5.4,72,1.6,65,0.8,76,0.7,76,2.1,1.4,77
223,Matthew-Alexander Moncrieffe,SEA,18,29.3,15.4,85,5.1,9.0,0.568,97,0.0,0.3,0.0,60,5.2,7.6,0.686,67,3.4,7.5,10.9,99,0.9,61,1.2,83,0.5,70,3.2,2.6,78
224,J.T. Toppin,TXTCH,17,23.9,15.4,85,6.2,11.2,0.558,97,0.3,1.1,0.263,75,2.6,3.8,0.703,69,2.9,5.5,8.4,84,0.9,61,0.8,76,1.1,80,1.6,2.4,79
225,R.J. Johnson,CHASO,23,37.1,15.4,85,4.6,10.7,0.425,89,1.6,4.5,0.356,84,4.7,6.0,0.775,76,0.2,1.8,2.0,64,4.8,78,0.8,76,0.1,62,3.0,2.0,77
226,Norchad Omier,BAYL,21,29.3,15.4,85,5.6,10.0,0.557,97,0.7,2.3,0.306,79,3.5,4.8,0.733,72,3.9,6.4,10.3,99,1.8,67,1.3,84,1.0,80,2.7,3.4,83
227,Bobby Durkin,DAV,21,33.0,15.4,85,5.1,11.5,0.446,90,3.3,7.7,0.429,91,1.8,2.2,0.826,81,0.8,5.2,6.0,74,2.0,69,1.4,84,0.0,60,0.6,1.4,80
228,Chance McMillian,TXTCH,21,33.4,15.4,85,5.2,9.6,0.545,96,2.4,5.2,0.455,94,2.5,2.9,0.883,87,1.1,3.2,4.3,69,1.7,66,0.9,78,0.2,63,1.1,1.6,80
229,VonCameron Davis,KENT,21,29.4,15.4,85,5.7,12.9,0.443,90,1.1,3.8,0.3,79,2.8,3.8,0.747,73,1.4,2.7,4.1,69,2.3,69,1.4,84,0.3,65,1.9,2.3,77
230,Max Shulga,VCU,22,32.0,15.4,85,4.5,10.5,0.435,89,1.9,4.7,0.404,89,4.4,5.9,0.738,72,1.8,4.0,5.8,73,3.9,72,2.0,90,0.1,62,1.8,2.0,79
231,Nick Davidson,UNR,22,32.4,15.4,85,5.0,10.0,0.493,94,1.5,3.6,0.4,89,4.0,5.6,0.71,70,1.8,4.6,6.5,75,2.8,69,0.7,74,0.9,79,2.1,2.3,80
232,Richie Saunders,BYU,20,28.1,15.4,85,5.6,10.9,0.512,95,2.4,5.3,0.453,94,1.9,2.5,0.755,74,1.1,3.1,4.2,69,1.3,63,1.3,84,0.4,67,1.1,1.7,79
233,Johnathan Lawson,UALR,23,37.0,15.3,85,5.2,11.8,0.439,89,2.5,5.8,0.433,92,2.4,3.1,0.789,77,1.1,4.3,5.4,72,3.6,70,1.5,85,0.7,76,2.2,1.5,81
234,Mister Dean,USCU,23,23.3,15.3,85,6.1,10.7,0.571,97,0.3,1.6,0.194,68,2.8,4.6,0.613,60,1.6,3.9,5.5,72,1.4,63,1.9,89,0.6,74,2.3,2.9,76
235,Andrew Cook,EWASH,23,30.0,15.3,85,5.8,10.8,0.54,96,0.3,1.3,0.233,72,3.3,3.9,0.865,85,0.9,2.9,3.8,68,1.9,68,1.5,85,0.3,65,1.6,1.7,78
236,Justice Shoats,SIENA,22,35.5,15.3,85,5.4,12.7,0.423,89,0.5,1.6,0.343,83,4.0,5.6,0.71,70,0.5,2.4,2.9,66,4.3,74,1.6,86,0.5,70,3.9,1.8,78
237,Max Brooks,UML,23,29.4,15.3,85,6.4,9.1,0.705,99,0.0,0.2,0.0,60,2.4,3.4,0.705,69,1.8,6.3,8.1,81,1.5,64,0.7,74,2.5,94,1.7,2.6,79
238,Bubu Benjamin,TARST,23,36.0,15.3,85,5.2,11.3,0.462,92,1.6,4.2,0.385,87,3.2,4.1,0.787,77,1.4,3.5,4.9,71,1.9,68,1.7,87,0.5,70,3.1,2.6,80
239,C.J. Luster,SB,23,27.4,15.3,85,4.6,10.6,0.43,89,3.0,7.1,0.417,90,3.2,3.6,0.88,87,0.4,2.1,2.5,65,0.9,61,1.0,80,0.0,60,1.5,1.8,78
240,Isaiah Coleman,SETON,20,32.3,15.3,85,5.1,12.8,0.398,87,1.3,3.9,0.333,82,3.8,4.7,0.798,78,1.6,3.4,5.0,71,1.6,65,1.6,86,0.1,62,1.6,2.0,77
241,Tanner Thomas,HEART,16,30.2,15.3,85,6.4,13.3,0.481,94,1.5,3.3,0.453,94,1.0,1.3,0.762,75,1.4,4.3,5.8,73,1.0,62,0.5,70,0.5,70,1.2,2.1,78
242,Christian Henry,EMICH,21,34.7,15.2,85,4.9,11.6,0.424,89,2.0,5.4,0.381,87,3.4,5.0,0.67,66,0.1,2.9,3.0,66,3.6,70,1.2,83,0.1,62,1.9,2.3,76
243,Toyaz Solomon,UNCA,22,30.2,15.2,85,6.7,11.2,0.602,99,0.1,0.5,0.3,79,1.6,2.8,0.581,60,2.6,4.9,7.5,79,1.5,64,1.0,80,1.5,82,1.1,2.6,79
244,Asa Newell,UGA,22,28.3,15.2,85,6.0,11.0,0.552,97,0.6,2.3,0.255,74,2.5,3.4,0.747,73,3.3,3.6,7.0,76,1.0,62,1.2,83,1.1,80,1.0,2.2,79
245,Dez White,MZZST,22,34.4,15.2,85,4.7,11.8,0.398,87,2.8,7.0,0.394,88,3.1,3.6,0.85,84,0.4,2.4,2.7,65,2.7,69,1.1,82,0.2,63,1.4,2.0,78
246,Jasai Miles,UNF,23,30.8,15.2,85,5.3,12.1,0.442,90,2.3,6.8,0.338,82,2.2,3.7,0.593,60,1.7,5.5,7.2,77,1.7,66,0.7,74,0.4,67,1.5,2.9,76
247,Babacar Faye,WKU,10,27.5,15.2,85,5.1,9.5,0.537,96,0.5,1.3,0.385,87,4.5,5.6,0.804,79,3.0,4.8,7.8,79,0.7,61,1.1,82,0.7,76,1.1,2.0,81
248,Sean Pedulla,MISS,22,32.8,15.2,85,5.1,11.3,0.454,91,2.5,6.1,0.403,89,2.5,3.1,0.783,77,0.3,3.1,3.4,67,3.6,70,2.3,92,0.3,65,1.7,2.6,80
249,"Marcus Adams, Jr.",CSUN,22,27.2,15.2,85,6.1,11.5,0.534,96,1.7,4.4,0.396,88,1.2,1.7,0.684,67,1.7,2.7,4.4,70,1.2,62,0.9,78,0.4,67,1.6,2.3,77
250,Elias Cato,UCA,22,29.8,15.2,85,5.3,11.7,0.455,91,1.3,4.4,0.289,77,3.3,4.1,0.791,78,1.4,4.1,5.5,72,0.9,61,0.6,72,0.8,78,2.0,2.7,77
251,Nick Dorn,ELON,23,30.5,15.2,85,4.3,11.5,0.37,85,3.0,8.5,0.349,83,3.7,4.6,0.81,80,0.9,2.7,3.6,68,0.8,61,0.2,64,0.0,60,1.0,1.4,74
252,Will Sydnor,MAN,20,30.0,15.2,85,5.8,12.1,0.475,93,2.0,5.3,0.368,85,1.7,2.9,0.586,60,1.5,5.4,6.9,76,1.2,62,0.7,74,1.2,80,1.9,2.5,77
253,Chucky Hepburn,LVILL,22,34.2,15.1,85,4.4,10.4,0.419,88,1.9,5.6,0.333,82,4.5,5.4,0.84,83,0.6,2.9,3.5,67,6.4,94,2.4,93,0.0,60,3.0,2.7,82
254,Chase Walker,ILLST,22,22.9,15.1,85,5.4,9.1,0.59,98,0.4,0.8,0.471,96,4.0,5.6,0.718,70,2.6,3.2,5.9,73,1.7,66,0.4,69,0.3,65,1.6,2.5,78
255,Zeke Mayo,KU,22,31.2,15.1,85,5.5,12.2,0.451,91,2.5,6.2,0.394,88,1.7,2.1,0.804,79,0.4,4.3,4.7,70,3.0,69,0.5,70,0.1,62,2.2,1.0,77
256,"Marcus Banks, Jr.",UMBC,23,29.0,15.1,85,5.3,12.0,0.444,90,3.0,7.4,0.409,89,1.4,1.6,0.865,85,0.2,3.9,4.1,69,2.1,69,1.2,83,0.2,63,2.0,1.9,80
257,Wade Taylor IV,TAMU,18,29.7,15.1,85,4.6,12.2,0.379,85,2.6,7.4,0.351,84,3.3,3.7,0.881,87,0.2,2.9,3.1,66,4.4,74,1.6,86,0.1,62,2.2,2.7,79
258,Josh Banks,UNCA,20,31.1,15.1,85,4.5,11.0,0.406,88,2.5,6.6,0.379,86,3.7,4.9,0.763,75,0.7,2.8,3.5,67,1.6,65,0.6,72,0.5,70,1.8,2.1,76
259,T.J. Hurley,UVM,21,31.6,15.1,85,4.7,11.1,0.419,88,2.3,6.2,0.369,85,3.5,3.8,0.913,90,0.3,2.3,2.6,65,1.3,63,0.9,78,0.3,65,1.4,1.4,78
260,Themus Fulks,UWM,23,33.4,15.1,85,5.3,10.9,0.49,94,0.5,1.7,0.316,80,3.9,5.0,0.774,76,0.7,2.7,3.4,67,5.2,82,1.5,85,0.0,60,3.3,1.8,79
261,Wynston Tabbs,MORST,13,25.8,15.1,85,5.2,11.6,0.45,91,1.1,4.2,0.259,74,3.5,3.9,0.902,89,0.5,2.7,3.2,67,2.3,69,1.5,85,0.5,70,1.9,1.9,79
262,Boogie Fland,ARK,18,34.0,15.1,85,5.1,13.1,0.391,87,1.9,5.3,0.365,85,2.9,3.4,0.839,82,0.5,2.9,3.4,67,5.7,87,1.5,85,0.1,62,1.6,1.8,80
263,E.J. Farmer,YSU,20,27.4,15.1,85,5.2,12.3,0.42,89,1.3,5.2,0.243,73,3.5,4.4,0.805,79,1.4,2.9,4.3,69,1.2,62,1.0,80,0.4,67,1.1,1.2,76
264,Derik Queen,UMD,22,28.5,15.0,85,5.6,10.5,0.534,96,0.1,1.0,0.091,60,3.7,4.9,0.757,74,2.2,6.1,8.3,83,2.0,69,1.2,83,1.0,80,2.3,2.1,79
