Rank,Player Name,Team,Pos,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
835,Tahaad Pettiford,AUB,G,29,21.6,11.1,3.7,8.7,42.9,1.8,4.8,37,1.9,2.3,81.8,1.9,2.9,1,0.1,1.5
836,Michael Osei-Bonsu,MOST,F,31,28.3,11.1,4.7,8.5,55.3,0,0,0,1.7,3.6,46.9,7.5,2.3,1.2,0.7,3.1
837,Jaemyn Brakefield,MISS,F,29,23,11,3.7,7.5,49.1,0.7,2.2,33.3,2.9,4.1,71.4,4.6,1.9,0.7,0.3,1.2
838,Patrick McCaffery,BUT,F,29,32.6,11,3.7,8.8,42,2.1,5.4,39.7,1.5,1.7,88,4.6,1.5,0.3,0.2,1
839,Josh Odunowo,UMBC,F,29,27.4,11,4.3,7.6,57,0,0.3,0,2.3,4,59.1,5.2,2.2,1.2,0.8,1.7
840,Baba Miller,FAU,F,29,29.9,11,4.1,8.5,48.2,1.2,3.4,35.4,1.6,2.5,65.3,6.9,2.6,0.8,1.7,1.9
841,AJ Allenspach,ARMY,F,30,26.3,11,4.3,6.2,69.9,0,0,100,2.3,3.4,68,7.2,1.3,0.6,0.3,1.5
842,Isaiah Johnson,PRST,F,30,30.3,11,4.2,7.7,54.5,0.6,1.7,37.3,2,3.1,65.2,5.1,1.1,1,0.6,1.4
843,Kai Johnson,MONT,G,30,24.3,11,3.9,7.7,50.9,0.7,2.3,28.6,2.5,3.5,70.8,3.1,1.9,1.4,0.6,1.6
844,Daniel Abreu,DRKE,F,30,34.9,11,3.3,7.3,45.7,1.6,4.3,37.2,2.8,3.4,81.4,3.4,1,1,0.6,1
845,Ileri Ayo-Faleye,UVM,F,30,29.5,11,3.5,8,43.6,1.4,4.1,34.4,2.6,3.6,72.2,5,1.4,0.5,2,1.2
846,Jaden House,URI,G,28,27,11,3.7,8,46.4,0.6,2.3,25.4,3,3.7,81.6,3,1.4,0.5,0,1.9
847,Matthew Murrell,MISS,G,25,29.9,11,3.7,8.6,43.1,1.4,4.1,33,2.2,2.8,79.7,3.4,2,1.8,0.2,0.7
848,Thomas Batties II,HARV,F,26,32.6,11,4,9.1,44.5,1.3,3.3,38.4,1.7,2.3,72.9,5,1.8,0.8,1.6,1.5
849,Jaden Zimmerman,QUIN,G,29,24,11,3.9,8.6,45.4,1.3,3.7,35.5,1.9,2.9,64.7,2.2,0.7,0.6,0.3,1
850,Caleb Williams,LAF,G,31,27.5,11,3.8,9.8,38.4,1.7,5.1,34.4,1.7,2.4,71.6,3.6,2.2,0.7,0,1.8
851,Noah Amenhauser,CCU,C,30,22.2,11,4.3,7.6,56.8,0.1,0.3,50,2.2,3.5,63.8,5.9,0.8,0.3,0.8,1.9
852,Amari Williams,UK,C,29,22.4,11,3.9,6.6,59.2,0,0.1,33.3,3.1,4.9,63.6,8.8,3.1,0.4,1.3,2.5
853,Jaeden Zackery,CLEM,G,29,35.1,11,3.9,8.6,45.2,1.1,3.2,35.5,2,2.4,83.1,3.3,3.3,1.9,0.1,1.5
854,Lajae Jones,SBU,G,29,32.6,11,3.7,7.5,49.5,1.5,3.5,43.6,2,2.5,79.5,5.3,0.7,1.4,0.8,0.8
855,John Christofilis,SEA,G,28,26.4,11,3.7,10.6,34.9,1.8,5.8,30.1,1.8,2,89.3,2.3,0.5,0.4,0.1,1.1
856,Joshua Rivera,FOR,F,28,25.6,11,4.3,9.4,45.1,0.7,2.3,31.7,1.8,3.3,53.3,4.3,1.1,0.6,0.3,2
857,Isaiah Griffin,IDST,F,28,30.3,11,4.1,10.4,39.5,0.8,3.3,25.3,1.9,3.1,62.8,3.9,0.7,0.5,0.2,0.9
858,Jase Richardson,MSU,G,28,23.7,11,3.8,7.3,52,1,2.6,39.2,2.4,2.7,86.8,3,1.9,0.8,0.3,0.8
859,Raysean Seamster,UTA,F,28,25.3,11,4.3,7.9,53.6,0.5,1.3,35.1,2,4.1,48.7,4.8,1.3,1,0.7,2.1
860,Zawdie Jackson,NMSU,G,28,27.8,11,3.4,8.3,40.8,1.1,3,36.5,3.1,3.8,80.4,2.2,3.4,1.1,0,1.4
861,Armoni Zeigler,SPU,G,25,30.6,11,4.2,8.9,46.6,0.8,2.3,33.3,1.9,2.6,71.2,6.1,1.4,1.6,0.3,2.2
862,Jeremy Roach,BAY,G,23,30.3,11,4,10.3,39.1,1.6,4.4,36.6,1.3,1.8,69,2,2.9,0.9,0.1,1.4
863,DQ Cole,OAK,G,31,29.9,10.9,3.7,10.3,35.7,2.1,7.2,28.7,1.5,1.8,82.5,3.8,2.5,0.8,0.5,1.8
864,Kaleb Smith,UCR,F,30,26.7,10.9,3.7,10.4,35.7,1.7,5.2,32.9,1.8,2.5,74.3,4.5,1.1,0.6,0,1.5
865,Josh Omojafo,RMU,G,30,29.7,10.9,3.3,7.3,45,0.8,2.2,37.9,3.5,4.3,80.8,3.4,1.4,0.5,0.3,1.6
866,Robert Braswell IV,CLT,F,29,24.8,10.9,3.4,7.4,45.8,1.2,3.4,36.4,2.9,3.5,84.2,2.6,0.5,0.8,0.7,1
867,Keishon Porter,NCCU,G,29,25.1,10.9,3.6,7.4,47.9,1,2.5,40.3,2.8,4,71.3,3.3,1,1.3,0.4,1.2
868,Perry Smith Jr.,NCCU,F,29,27.1,10.9,4.7,7.8,60.6,0,0.1,0,1.5,2.9,50.6,5.8,0.4,0.7,0.6,1.8
869,Julian Vaughns,SAC,G,24,23.3,10.9,3.8,9.4,40.4,1.7,4.8,34.8,1.7,2.1,78.4,2.8,1.4,0.8,0.3,1.1
870,Milan Momcilovic,ISU,F,22,26,10.9,3.7,8.6,42.6,2.2,5.4,40.7,1.4,1.7,81.1,3.1,0.9,0.4,0.3,0.6
871,Terrell Ard Jr.,MSM,F,21,24.4,10.9,4.1,7.8,53.4,0,0.3,16.7,2.6,3.6,71.1,7.2,2.2,1.1,0.4,2
872,Ryan Nembhard,GONZ,G,31,35.1,10.9,3.8,8.6,44.6,1.1,2.8,40.7,2.1,2.7,76.5,3.1,10,1.6,0.1,2.4
873,Kyrell Luc,LONG,G,31,28.1,10.9,3.4,7.6,43.9,0.5,2,24.6,3.7,4.8,77.2,2.9,3.3,1.8,0.4,2.3
874,Jordan Pennick,NAVY,G,31,27.7,10.9,3.7,9.5,39.1,1.9,5.4,34.7,1.6,2.3,71.4,3.2,1.5,0.5,0.1,1.5
875,Karmani Gregory,UPST,G,31,30.5,10.9,4.2,10.2,40.7,0.9,3.3,28.4,1.6,2.4,68,2,3.6,1.1,0.1,2.9
876,Isaiah Adams,TOL,G,29,29.8,10.9,4,10.1,39.2,1,3.4,29.6,2,2.4,82.6,3.6,3.4,1.2,0.7,2.1
877,Colby Rogers,MEM,G,29,30.6,10.9,3.7,9.9,37.6,2.3,6.1,38.4,1.1,1.4,80,2.1,1.4,0.9,0.3,1.4
878,Myles Rice,IU,G,29,27.8,10.9,3.8,8.8,43.1,0.9,2.5,34.7,2.4,3,82.6,2.9,2.7,1.1,0.1,2.2
879,Milos Uzan,HOU,G,29,31.4,10.9,4.2,9.2,46.1,1.4,3.4,42,1,1.3,71.8,3.2,4.6,1.2,0.1,1.4
880,Shamir Bogues,UVM,G,28,29.1,10.9,4.5,9.4,48.1,0.5,1.6,28.9,1.4,2.4,56.7,4.5,2.5,1.6,0.5,1.4
881,Darren Buchanan Jr.,GW,F,28,28.8,10.9,3.5,8,44.2,0.3,1.4,17.9,3.6,5.2,68.5,5.9,2.2,1,0.4,1.9
882,Nic McClain,EWU,G,28,27.5,10.9,3.5,8.2,42.8,0.8,2.3,33.3,3.1,4.4,71.5,3.6,3.9,2,0.2,3.3
883,Jake Fiegen,COR,G,26,25.2,10.9,3.8,7.4,51.6,1.8,4.5,40.5,1.5,1.8,79.2,3.7,1.2,1,0.5,0.8
884,Isaiah Walker,BEL,G,31,32.7,10.9,3.9,8.3,47.3,1,2.9,33.7,2,2.5,80.8,5.8,2.3,1.3,0.2,1.1
885,Xavier Brown,JMU,G,31,29.1,10.9,3.8,9.7,38.9,1.9,5.4,35.9,1.4,2,68.3,3.3,2.7,1.5,0.1,1.3
886,Sam Vinson,NKU,G,30,33.2,10.9,3.6,9.1,39.2,0.7,2.9,25.6,3,4.2,70.9,4.7,4.1,1.7,0.4,1.8
887,Aaron Nkrumah,TNST,G,30,29.7,10.9,3.7,9.4,39.9,0.8,3,25.3,2.6,3.7,71.8,5.3,3,1.7,0.6,2.6
888,Tate McCubbin,APSU,G,30,26.8,10.9,3.8,8.6,44,2.3,5.9,39.3,0.9,1.5,62.2,4.7,0.6,1.4,0.4,0.5
889,Dontrez Styles,NCSU,G,29,25.7,10.9,4,9.3,43.1,1.6,4.6,35.6,1.2,1.7,72,4.8,0.4,0.3,0.9,0.8
890,Pablo Tamba,UCD,F,29,27.3,10.9,4.2,7.1,58.5,0.1,0.6,25,2.4,3.7,64.5,5.2,1.1,1.2,0.8,2.2
891,Damari Monsanto,UTSA,G,27,26.4,10.9,3.6,8.8,40.3,3.3,7.8,42.2,0.4,0.5,92.3,4,1.3,1.2,0.4,1.1
892,Jo'el Emanuel,FDU,F,31,32.4,10.8,3.7,8.6,43.6,1.2,3.3,35,2.2,3.7,58.6,5,2,0.8,0.3,1.4
893,Erik Timko,DEL,G,30,29.5,10.8,3.3,7.4,44.3,1.7,4.3,39.8,2.6,3,87.6,4,1.8,0.6,0.3,1
894,Tanner Christensen,HAW,C,29,24.7,10.8,3.7,6.2,59.1,0.2,0.4,46.2,3.2,4.8,67.1,7,1,0.2,0.8,1.8
895,Alex Holt,MER,F,31,26.7,10.8,4.5,7.7,58,0,0,0,1.9,3.2,59,6.9,1.3,0.9,0.7,1.1
896,Vladimer Salaridze,UTM,F,30,26.6,10.8,3.7,9,40.7,1,3,34.8,2.4,3.5,69.5,7.9,2.6,2,0.4,2.3
897,Gavin Doty,SIE,G,29,27.2,10.8,3.8,7.4,50.7,0.5,1.6,30.4,2.8,3.5,79.4,5.8,1.3,1.1,0,0.9
898,Jalen Speer,MRSH,G,29,28.5,10.8,3.7,9.5,39.3,2.2,6.4,35.1,1.1,1.3,81.6,2.3,2.6,0.9,0,1.3
899,Cameron Corhen,PITT,F,29,28.6,10.8,4.5,7.1,63.3,0,0.1,25,1.7,2.7,62,5.3,1,0.7,0.8,1.2
900,Jordan Gainey,TENN,G,29,27.5,10.8,3.4,8.6,39.6,1.2,4,30.4,2.7,3.4,80.6,3.4,1.9,1.1,0.5,1
901,Chase Ross,MARQ,G,29,29.9,10.8,3.4,7.4,46.7,1.1,3,37.5,2.7,3.5,77.5,4,2.1,1.8,0.8,1.3
902,Braden Huff,GONZ,F,31,15.5,10.7,4.8,8.3,57.8,0.2,0.8,24,1,1.4,73.8,3.2,0.9,0.2,0.6,0.4
903,Carlous Williams,TNST,F,31,25.9,10.7,4.2,7.8,53.9,0.5,1.7,29.6,1.8,2.5,75,4.4,1,0.7,0.7,1.9
904,Bryce Eaton,SPU,G,26,25.4,10.7,3.7,10.4,35.4,1.8,4.9,37,1.5,1.8,87,2.8,2.3,0.8,0,2.6
905,Egor Demin,BYU,G,26,27.6,10.7,3.8,9.2,42,1.2,4.4,28.1,1.8,2.8,65.3,3.7,5.7,1.2,0.4,2.9
906,Denver Jones,AUB,G,29,26.9,10.7,3.2,7.3,44.1,1.8,4.2,43.1,2.4,2.6,92.1,2,2.4,0.7,0.2,1.5
907,Tyrone Marshall Jr.,WKU,F,29,28.8,10.7,4,9.2,43.7,1.5,4.5,32.8,1.2,1.7,68,6.4,1.4,1.2,0.7,1.6
908,Kobe Knox,USF,G,28,28,10.7,4,8.5,46.6,1.4,4.1,33.9,1.4,1.8,76.5,2.8,1.6,1,0.4,0.6
909,Amar Kuljuhovic,UND,C,31,24.3,10.7,3.8,7.3,52,0.3,1.3,22,2.9,4.5,64.5,6.7,1.7,0.4,0.2,1.8
910,Jayme Mitchell Jr.,JKST,G,24,23.6,10.7,3.3,9,36.4,2,5.7,35.8,2.1,2.7,76.9,3.7,0.5,1,0.3,1.4
911,Masiah Gilyard,MAN,G,27,29.7,10.7,3.7,7.4,49.7,0.7,2.2,31.7,2.7,3.7,71.3,7.1,1.4,1,0.3,1.3
912,Aaron Cooley,BRWN,G,26,29.8,10.7,4.1,8.7,47.6,0.9,2.8,31.1,1.6,3,51.9,6,1.3,0.7,0.8,1.2
913,Jlynn Counter,MTSU,G,26,27.6,10.7,4,9,44,1.3,4.2,31.5,1.5,1.9,76,4.1,3.4,1,0.3,1.5
914,Connor Amundsen,DART,G,26,31.4,10.7,3.2,7.7,40.8,1.7,3.8,45.5,2.7,3.4,78.4,2.6,3.3,0.6,0,1.3
915,Neftali Alvarez,USM,G,29,28.6,10.7,3.8,8.8,43.1,0.7,2.7,24.1,2.4,3.6,68.3,2.7,3.4,1.4,0.2,2.4
916,Kario Oquendo,SMU,G,29,22.9,10.7,3.4,7,49,1.6,3.7,41.7,2.2,2.7,83.3,3.2,0.9,0.9,0.3,0.9
917,Jordan Pope,TEX,G,29,25.4,10.7,3.8,9.1,41.8,1.8,5,35.2,1.3,1.6,86.7,1.7,1.9,1.2,0,0.8
918,Duke Brennan,GCU,F,24,26.6,10.7,4.2,6.5,64.3,0,0,0,2.3,3.6,62.8,9.5,0.3,0.7,0.4,1.3
919,Michael Jacobs,SOU,G,27,22.4,10.7,3.6,8.6,41.2,0.3,1.3,22.2,3.3,4.7,69.8,2.6,3,1,0.1,2
920,Coleman Hawkins,KSU,G,26,33.3,10.7,3.9,9.8,39.8,1.2,3.8,30.6,1.7,2.8,58.1,6.7,4.5,2,1.3,2.8
921,Quante Berry,TEM,G,26,30.8,10.7,4,8.3,47.9,0.9,2.7,34.3,1.7,2.6,67.2,4.4,2.2,1.3,0.7,2.3
922,Will Soucie,UNA,G,31,29.2,10.6,4.1,8.9,45.8,0.7,2.7,27.4,1.7,2.2,76.8,4,1.5,1,0.2,1.1
923,Jarrett Hensley,SIU,F,31,24.7,10.6,3.5,8.2,43.5,1.3,3.9,34.2,2.2,3.1,71.9,5.9,1.4,0.4,0.8,1.6
924,Dorian McMillian,JKST,G,28,25.7,10.6,3.8,8.9,42,1.6,4.3,37.8,1.5,2,78.2,4.2,0.7,1.1,0.3,1.8
925,Elijah Stephens,AMER,G,27,30.4,10.6,3.7,8.9,41.7,0.9,2.7,33.3,2.3,2.8,84,2.7,3.7,1.6,0.1,2.4
926,Nehemiah Benson,BING,F,29,24.1,10.6,4.3,7.5,57.8,0.1,0.3,22.2,1.9,2.7,70.1,4.5,1.4,0.4,0.2,1.3
927,Tamin Lipsey,ISU,G,29,30.6,10.6,3.6,7.6,47.3,1.2,3.6,33.7,2.2,3,75.6,2.7,3,2.1,0.2,1.7
928,Kylen Milton,MUR,G,31,28.3,10.6,3.3,7.5,43.6,0.9,3,29,3.2,4.3,73.7,4.2,1.3,1.1,0.2,1.5
929,Jason Drake,DREX,G,31,25.6,10.6,3.8,9.1,42.2,1.1,3,37.6,1.8,2.1,87.5,3,3.1,0.7,0,2.1
930,Jayson Petty,KC,G,31,27.8,10.6,3,8.7,34.4,1.2,5,24.7,3.4,4.5,75,4.4,0.7,0.9,0.3,1.5
931,Tyem Freeman,UIC,G,30,27.2,10.6,3.5,7.5,46.7,1.9,4.9,39.2,1.7,2.4,68.5,4.2,1.8,0.6,0.4,1.1
932,Johnell Davis,ARK,G,27,31,10.6,3.6,9.3,38.2,1.6,5,31.6,1.9,2.3,83.6,3.5,1.6,1.4,0.1,1.6
933,D.J. Wagner,ARK,G,29,34.2,10.6,3.9,9.8,39.9,1.1,3.6,30.1,1.7,2.2,79.4,2.8,3.4,1,0.1,2.2
934,Samet Yigitoglu,SMU,C,26,24.5,10.6,4.1,7.3,55.8,0,0.2,25,2.4,4,59.6,6.5,1.1,0.5,1,1.4
935,Alexander Lesburt Jr.,BRWN,G,21,27.4,10.6,3.6,8.4,42.4,2.3,6.1,38,1.1,1.5,71.9,3.6,1.9,0.7,0.3,1.1
936,Qiant Myers,PRST,G,30,33.1,10.6,3.8,9.3,41,0.9,2.8,30.6,2.1,3.6,57.8,2.6,6.1,1,0.7,3.5
937,Brandon Maclin,RAD,G,30,27.7,10.6,3.4,7.9,42.9,1.1,3.2,35.1,2.6,3.7,71.8,4.6,2.3,1.3,0.3,1.7
938,Quincy Ballard,WICH,C,27,27.2,10.6,4.6,6,76.7,0,0,0,1.3,2.3,57.4,9,0.3,0.7,1.8,0.6
939,Jalin Billingsley,EMU,F,29,24.8,10.6,4.2,7.6,55.7,0.4,1.2,31.4,1.7,2.5,68.1,4.9,1,0.7,0.7,1.4
940,Jay Alvarez,RID,F,29,27.2,10.6,4,9.9,40.2,1.1,3.4,32,1.5,1.9,80,4.6,0.8,0.8,0.1,1.2
941,Kentrell Garnett,UL,G,31,34.2,10.5,3.6,9,40.4,2.1,6,35.5,1.1,1.3,85.4,2.5,2,1.1,0.2,1.2
942,Makai Willis,ULM,F,31,30.5,10.5,3.9,8.5,45.6,0.4,1.1,36.4,2.4,3.1,77.3,7.3,0.8,0.9,0.8,1.8
943,Alex Condon,FLA,F,26,24.8,10.5,3.6,7.2,50,0.4,1.4,30.6,2.9,4.7,62,7.7,2.3,0.8,1.5,1.1
944,Jerone Morton,MORE,G,25,29.4,10.5,4,8.7,45.6,1.2,3,39.2,1.4,2,72,3.2,3.4,1.3,0.2,1.9
945,Ahamad Bynum,UTEP,G,27,20.1,10.5,3.4,8.1,41.8,2.4,5.3,45.1,1.3,1.6,83.7,1.7,1,0.8,0.1,1
946,Dre Davis,MISS,G,27,25.9,10.5,3.7,7.9,47.2,0.7,2.2,31.7,2.3,3.4,68.5,4.4,1.2,1.1,1.1,1.2
947,Daeshon Shepherd,LAS,G,29,31.6,10.5,3.7,9.4,39,0.7,2.9,23.5,2.5,3.2,77.7,4.2,0.7,0.9,0.7,0.9
948,Connor Essegian,NEB,G,29,22.3,10.5,3.4,8.5,40.7,2.3,5.9,39.2,1.3,1.6,82.6,2.7,1,0.5,0.1,0.8
949,Dylan Addae-Wusu,HALL,G,22,28.7,10.5,3.3,8.8,37.1,1.3,4,31.5,2.7,4.1,65.6,3.4,3.2,2,0.2,2
950,Christian Shumate,MCN,F,30,27.5,10.5,4.3,7,62.2,0.5,1.7,32,1.3,3.1,42.4,6.5,0.9,0.6,1.3,1.4
951,Elijah Saunders,UVA,F,26,26.9,10.5,3.5,8.4,42.2,1.2,3.1,37,2.3,2.7,84.3,5.2,0.8,0.5,0.3,1.4
952,Ante Beljan,LR,F,31,28.9,10.5,4.1,7.3,56.9,0,0,0,2.2,3.4,66.3,4.6,2,0.6,0.5,2.5
953,Devin McGlockton,VAN,F,29,25,10.5,4.2,7.1,58.9,0.8,2.1,35.5,1.3,2,66.7,8,1,0.8,1.1,0.8
954,Jayden Brown,CCSU,F,29,27.2,10.5,4,8.6,47.2,1,2.9,32.9,1.4,2.2,65.6,4.8,1.2,0.4,0.8,1.2
955,Andrew Holifield,LAM,F,30,27.8,10.5,3.8,8,47.5,1.4,3.5,39,1.5,2,76.3,5.6,1.4,1.1,1.5,1.5
956,Malachi Smith,DAY,G,28,27.5,10.5,3.5,8.1,43.8,0.9,2.3,38.5,2.5,3.6,69.3,2.7,5.4,1.1,0,2.1
957,Tyler Mrus,IDHO,F,28,30.6,10.5,3.3,8.6,38.6,2.5,6.5,38.8,1.3,1.6,78.3,3.3,0.9,0.6,0.4,1
958,Jevin Muniz,FGCU,G,31,33.6,10.5,3.7,9.1,40.6,1.2,3.7,32.8,1.9,2.4,79.5,5.8,4.3,0.6,0,2
959,Sean Smith,WIU,G,31,35,10.5,4.3,9.9,43.6,1,2.9,33.7,0.8,1.1,78.8,4.8,3.7,1.6,0.2,1.7
960,Labaron Philon,ALA,G,29,23.9,10.4,3.9,8.4,45.9,1,3.3,29.5,1.8,2.3,75,3.2,3.5,1.3,0.3,1.8
961,Olumide Adelodun,NIA,F,29,27.6,10.4,3.7,9.2,39.7,1.7,5.5,31.3,1.4,1.7,83.7,5.7,1.8,1.5,0.1,1.4
962,KJ Lewis,ARIZ,G,29,26,10.4,3.4,7.7,44.2,0.3,1.8,17,3.3,4,82.8,4.6,3,1.3,0.8,2.2
963,Jeremy Elyzee,SELA,F,29,27.1,10.4,4,7.9,50,0.6,2.2,24.6,2,2.8,70.4,5,0.9,1.2,0.7,1.7
964,Jalen Myers,NORF,F,25,26,10.4,3.7,7.1,52.2,0.7,2.1,32.1,2.3,2.7,86.6,5.6,1.1,0.8,0.4,1.3
965,Jack Payne,IDHO,G,30,27.3,10.4,3.4,7.6,45,1.6,4.4,35.3,2,2.5,80,5.1,2,1.2,0.5,1.5
966,Marcus Tankersley,ALCN,G,28,27.3,10.4,3.6,8.8,40.9,0.1,0.8,9.1,3.1,4,79.3,2.5,1.2,0.6,0,1.4
967,Nick Fiorillo,UVM,F,26,29.5,10.4,3.3,8.1,41.4,1.7,5.2,33.3,2,2.6,76.5,5,1.5,0.7,0.3,1.4
968,Zach Cleveland,LIB,F,26,31.7,10.4,3.9,8.5,45.9,0.1,0.5,21.4,2.5,4.8,52.4,6.5,5,0.8,0.9,2.5
969,Tyler Schmidt,VAL,G,31,24.9,10.4,3.6,7.6,47.3,1.2,3.1,39.2,2,2.3,85.9,3.1,1.7,1.3,0.2,1.4
970,Jelani Hamilton,GAST,G,31,26.8,10.4,3.4,8.6,39.7,1.7,5,33.3,1.9,2.5,76.6,3.4,1.6,1.1,0.2,1.1
971,B.J. Edwards,SMU,G,29,29.7,10.4,3.8,8,47.6,0.9,2.6,34.2,1.9,2.5,75,4.6,3.8,2.3,0.2,1.9
972,Gregg Glenn III,TULN,F,29,25.7,10.4,3.9,7.8,50.2,0.1,1.1,12.5,2.4,3.6,67.3,5.4,3,0.8,0.4,2.5
973,Nordin Kapic,UCSD,F,29,24.2,10.4,3.3,8.7,38.1,1.6,5.1,30.2,2.2,3.1,72.2,5.1,1.2,0.9,0.5,1.3
974,Mitchell Saxen,SMC,C,31,29,10.4,4.2,7.8,53.7,0,0,0,2,3.8,52.1,8,1.9,1.3,1.2,1.4
975,Jaylen Murray,MISS,G,29,30.8,10.4,3.6,8.7,41,1.9,4.7,39.4,1.4,1.7,82,2.2,3.6,1.3,0.2,1.3
976,Javon Bennett,DAY,G,29,30.2,10.4,3.7,8.6,42.8,1.8,4.9,36.2,1.2,1.6,76.6,2.7,2.1,1.6,0.2,1.2
977,Mitch Mascari,DRKE,G,30,38.4,10.4,3.1,7.5,41.8,2.8,6.5,42.9,1.3,1.5,86.7,2.2,1.2,1.3,0,1.1
978,Jedy Cordilia,MSM,F,28,28.5,10.4,4.6,7.4,61.8,0.1,0.3,28.6,1.1,1.7,68.1,7.3,1.1,0.4,0.9,1.7
979,Miles Brewster,BU,G,31,25.8,10.4,3.8,9,41.9,1.3,4.2,31.8,1.5,2.2,67.6,3.8,2.3,1.3,0.1,1.7
980,Jefferson De La Cruz Monegro,VAL,G,31,29,10.4,3.1,8.1,38.1,0.9,3,31.5,3.2,4.1,78.7,2.5,1.6,1,0.3,1.6
981,Carmelo Adkins,UPST,G,31,29.2,10.4,3.3,7.8,41.9,1.5,4.3,34.3,2.4,3.2,73.7,4.8,1.5,0.8,0.2,1
982,Guy Ragland Jr.,COR,F,26,22.3,10.3,3.7,7.3,51.1,1.7,3.9,42.6,1.2,1.6,76.2,5.6,2.8,1,0.3,1.8
983,Dailyn Swain,XAV,G,29,28.2,10.3,3.7,6.9,53.8,0.1,0.7,19,2.8,3.4,82,5.3,2.7,1.5,0.7,1.6
984,Masen Miller,NDSU,G,31,32.4,10.3,3.2,6.9,46.7,2.7,6,45.7,1.1,1.5,76.1,2.7,1.5,0.7,0,0.9
985,DeMarr Langford Jr.,ALB,G,29,31.1,10.3,4.4,7.7,57.1,0,0.1,0,1.5,3,48.9,5.2,1.4,1.6,0.4,1.2
986,Isaiah Rivera,DEP,G,29,25.6,10.3,3.7,8.3,44,2,5,41,1,1.6,60.9,3.7,1.4,0.9,0.4,1
987,Malik Dia,MISS,F,29,20,10.3,3.8,8.3,45.6,0.8,2.4,31,2,3,65.5,5.5,0.8,0.6,1,0.8
988,Tyler Nickel,VAN,G,29,24.1,10.3,3.3,7.9,41.7,2.4,6,40.8,1.3,1.6,82.6,2.3,1,0.4,0.5,0.4
989,Nasir Whitlock,LEH,G,29,23.8,10.3,4,9.1,43.6,1.2,3.4,35.7,1.2,1.5,77.3,2.6,2,0.6,0.1,1.4
990,Khaden Bennett,QUIN,G,29,24.2,10.3,3.3,8,40.9,1.2,3.4,34.3,2.6,3.3,78.1,4.2,1.5,1.4,0.3,1.4
991,Jaehshon Thomas,CLT,G,29,26.8,10.3,3.5,7.9,44.3,1.3,3.2,39.8,2.1,2.6,81.1,3.3,1.3,0.6,0.1,1.4
992,Max Agbonkpolo,MTST,F,30,25.6,10.3,4.1,9.6,42.9,1.4,4.2,32.5,0.7,1,73.3,4.4,0.8,1,0.7,1.2
993,Caden Powell,RICE,F,30,24,10.3,3.8,6.4,58.5,0,0,0,2.8,4.3,64.8,7.1,0.8,0.4,1,1.1
994,Jamarques Lawrence,URI,G,28,29.4,10.3,3.3,8,41.3,2,5.1,39.2,1.7,2,87.3,1.9,2.5,0.9,0.1,2.1
995,Tariq Ingraham,RID,F,29,26.9,10.3,3.8,7.5,50.9,0,0.2,0,2.6,3.9,67.3,6.7,1.4,0.3,0.9,1.6
996,Greg Jones,AMER,F,29,26.6,10.3,3.1,6.1,50.8,1.2,2.9,42.9,2.8,3.3,85.4,3.9,1,0.9,0.1,1.4
997,Moustapha Thiam,UCF,C,26,27.5,10.3,4.1,8.1,50.5,0.6,2.1,29.1,1.5,2.2,69.6,5.9,0.8,0.4,2.7,1.2
998,Alex Merkviladze,LMU,F,30,32.1,10.3,3.6,8.8,40.8,1.5,4.5,33.3,1.6,2.3,69.1,6.5,1.8,0.5,0.3,1.1
999,Jordan Pyke,UIW,F,30,24.2,10.3,4.2,7.3,57.1,0.4,1.1,38.2,1.5,2.1,70.3,5,1.5,0.9,0.4,1.5
1000,Tarris Reed Jr.,CONN,C,29,20.5,10.2,4,6,66.9,0,0,0,2.2,3.3,65.6,7.4,1,0.7,1.8,1.2
1001,Jaeden Marshall,NIA,F,29,22.6,10.2,3.2,7.3,43.4,1.4,4,34.8,2.5,3.2,78.5,3,1.1,0.7,0.2,1.1
1002,Daniel Egbuniwe,TNTC,F,29,28.1,10.2,3.8,9.4,39.8,1.3,4.2,31.1,1.4,2.3,61.2,6.6,2.3,0.9,0.7,2.1
1003,Jason Fontenet II,UCSB,G,30,29.9,10.2,3.4,7.9,43.2,1.1,3.3,33.7,2.3,3,77.8,6,2.5,0.8,0.3,1.5
1004,Peter Bandelj,CP,G,30,24.1,10.2,2.9,6.6,43.9,0.7,2.9,25.3,3.7,4.5,81.6,4.1,1.9,0.4,0.1,1.2
1005,Ben Schwieger,UNI,G,31,30.5,10.2,3.6,7.3,50,1,2.5,38,2,2.8,70.9,5,1.6,0.5,0.5,1.2
1006,Christian Anderson,TTU,G,27,29.2,10.2,3.3,7.5,44.1,2,5,40.4,1.6,2,78.2,3.1,2.3,1.4,0.1,1.3
1007,Corey Camper Jr.,UTEP,G,27,31.2,10.2,3.9,9.9,39.8,0.9,2.6,32.4,1.5,2,74.5,3.7,2.1,2.1,0.3,1.4
1008,Vianney Salatchoum,FIU,C,27,22.4,10.2,4.4,8.4,52.2,0.1,0.2,40,1.4,2,69.1,4.9,0.6,0.6,2,1.9
1009,Keeshawn Barthelemy,ORE,G,29,27.2,10.2,3.6,8.4,42.6,1.9,4.3,43.2,1.2,1.3,87.2,2.4,2.6,1.1,0.2,1
